Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-11-21,23.03705596923828,40.301544189453125,23.442922592163086,22.62143898010254,61.44979476928711,30.105968475341797,44.35174560546875,25.50370979309082,21.266685485839844,78.37814331054688,47.64430236816406
2018-11-23,22.78911781311035,39.772979736328125,22.707433700561523,22.440196990966797,61.326663970947266,29.831302642822266,44.5060920715332,25.411226272583008,21.278491973876953,78.4919662475586,47.43043518066406
2018-11-26,23.04988670349121,40.68174743652344,23.048526763916016,22.897632598876953,61.77519226074219,30.506328582763672,44.56294250488281,25.46517562866211,21.404327392578125,79.25377655029297,48.49509048461914
2018-11-27,22.767742156982422,40.81157684326172,22.984577178955078,22.91489601135254,61.669681549072266,30.56684684753418,44.96098327636719,25.60391616821289,21.56555938720703,80.07685852050781,48.63922119140625
2018-11-28,23.11827850341797,41.66472244262695,23.378963470458984,23.35506248474121,63.14720916748047,31.6375732421875,45.33464050292969,25.81201171875,21.549829483032227,82.00328826904297,50.0758056640625
2018-11-29,23.284997940063477,41.8038330078125,23.5317440032959,23.156551361083984,63.18238067626953,31.330322265625,45.407745361328125,25.842838287353516,21.541959762573242,82.27468872070312,49.843345642089844
2018-11-30,23.344850540161133,41.738895416259766,23.489107131958008,23.277385711669922,63.79802322387695,31.62826156616211,45.70017623901367,26.089468002319336,21.86049461364746,83.94718933105469,50.205989837646484
2018-12-03,23.755224227905273,41.8038330078125,24.01140594482422,23.42410659790039,64.53678131103516,32.32655334472656,45.740787506103516,26.212793350219727,22.080707550048828,83.54438018798828,51.14510726928711
2018-12-04,23.04988670349121,40.57048034667969,23.322114944458008,22.405664443969727,61.79278564453125,31.102203369140625,44.9691047668457,25.86595916748047,22.096439361572266,81.67929077148438,49.30405044555664
2018-12-06,22.73781967163086,41.024864196777344,22.89219856262207,22.094961166381836,61.44979476928711,31.172046661376953,45.0178337097168,26.575040817260742,22.12003517150879,81.3728256225586,49.541133880615234
2018-12-07,22.190637588500977,40.245906829833984,22.764284133911133,21.67204475402832,59.83152389526367,30.073383331298828,44.4492301940918,26.17425537109375,22.20261573791504,79.29754638671875,48.058074951171875
