date,etf,day_ahead,mean,q10,q20,q30,q40,q50,q60,q70,q80,q90
2023-01-03,XLB,1,36.288047790527344,35.596866607666016,35.82542037963867,35.99574279785156,36.14958190917969,36.288047790527344,36.430274963378906,36.57316207885742,36.75712203979492,37.02948760986328
2023-01-03,XLB,2,36.28091049194336,35.284671783447266,35.643211364746094,35.891700744628906,36.09449005126953,36.28091049194336,36.47003173828125,36.668949127197266,36.91999435424805,37.280113220214844
2023-01-03,XLB,3,36.26509094238281,35.082542419433594,35.495018005371094,35.786434173583984,36.03517532348633,36.26509094238281,36.50581359863281,36.75324249267578,37.05463409423828,37.46438217163086
2023-01-03,XLB,4,36.26055908203125,34.87971115112305,35.3654670715332,35.70518493652344,35.98945999145508,36.26055908203125,36.538333892822266,36.830020904541016,37.179534912109375,37.65655517578125
2023-01-03,XLB,5,36.27134323120117,34.70073318481445,35.268733978271484,35.65534591674805,35.97457504272461,36.27134323120117,36.58001708984375,36.90093994140625,37.29181671142578,37.82001876831055
2023-01-03,XLB,6,36.28898239135742,34.56251525878906,35.182281494140625,35.605342864990234,35.95991516113281,36.28898239135742,36.62551498413086,36.973087310791016,37.392913818359375,37.97163772583008
2023-01-03,XLB,7,36.312381744384766,34.43723678588867,35.11013412475586,35.572242736816406,35.954681396484375,36.312381744384766,36.67424392700195,37.03852844238281,37.483009338378906,38.093135833740234
2023-01-03,XLB,8,36.35668182373047,34.38205337524414,35.08584213256836,35.57438278198242,35.983131408691406,36.35668182373047,36.737735748291016,37.125267028808594,37.60974884033203,38.288818359375
2023-01-03,XLB,9,36.41114807128906,34.276763916015625,35.04877853393555,35.577640533447266,36.013858795166016,36.41114807128906,36.808170318603516,37.209781646728516,37.70138168334961,38.376556396484375
2023-01-03,XLB,10,36.448455810546875,34.21954345703125,35.011478424072266,35.558319091796875,36.024715423583984,36.448455810546875,36.86637878417969,37.2974853515625,37.821224212646484,38.53880310058594
2023-01-03,XLB,11,36.445655822753906,34.0536003112793,34.9212646484375,35.506813049316406,35.99577331542969,36.445655822753906,36.895286560058594,37.35267639160156,37.90351104736328,38.636199951171875
2023-01-03,XLB,12,36.44385528564453,33.96897506713867,34.86161804199219,35.477577209472656,35.98509216308594,36.44385528564453,36.90045928955078,37.37184524536133,37.939697265625,38.713531494140625
2023-01-03,XLB,13,36.413116455078125,33.90596008300781,34.79049301147461,35.411312103271484,35.93189239501953,36.413116455078125,36.8975830078125,37.39653015136719,37.9913330078125,38.79806137084961
2023-01-03,XLB,14,36.38037109375,33.73686218261719,34.66499710083008,35.32171630859375,35.87642288208008,36.38037109375,36.87999725341797,37.384334564208984,38.0048942565918,38.865570068359375
2023-01-03,XLB,15,36.390586853027344,33.747379302978516,34.66896438598633,35.32997512817383,35.884552001953125,36.390586853027344,36.90045928955078,37.41191864013672,38.045406341552734,38.896095275878906
2023-01-03,XLB,16,36.414642333984375,33.64274978637695,34.61359405517578,35.30298614501953,35.881126403808594,36.414642333984375,36.943119049072266,37.47844314575195,38.131561279296875,39.03519821166992
2023-01-03,XLB,17,36.369911193847656,33.230567932128906,34.332740783691406,35.108070373535156,35.765037536621094,36.369911193847656,36.979888916015625,37.57085037231445,38.26646041870117,39.19904708862305
2023-01-03,XLB,18,36.30809020996094,33.03839111328125,34.19628143310547,35.011409759521484,35.69051742553711,36.30809020996094,36.92851638793945,37.532997131347656,38.25655746459961,39.23698043823242
2023-01-03,XLB,19,36.3222541809082,33.00849151611328,34.184566497802734,35.009071350097656,35.69766616821289,36.3222541809082,36.95359420776367,37.56891632080078,38.30855178833008,39.31720733642578
2023-01-03,XLB,20,36.34834671020508,32.972408294677734,34.17677688598633,35.011756896972656,35.709407806396484,36.34834671020508,36.99647521972656,37.63120651245117,38.387054443359375,39.396331787109375
2023-01-03,XLB,21,36.39134216308594,32.91840744018555,34.17420959472656,35.03000259399414,35.736717224121094,36.39134216308594,37.05404281616211,37.697059631347656,38.446258544921875,39.45903015136719
2023-01-03,XLC,1,46.09431838989258,44.51454544067383,45.03863525390625,45.49702453613281,45.69812774658203,46.09431838989258,46.331787109375,46.7550048828125,47.099708557128906,47.679203033447266
2023-01-03,XLC,2,45.975975036621094,44.103580474853516,44.704627990722656,45.258663177490234,45.56087112426758,45.975975036621094,46.231361389160156,46.59272766113281,47.0909423828125,47.66456985473633
2023-01-03,XLC,3,45.892173767089844,43.52127456665039,44.381507873535156,44.93229293823242,45.400794982910156,45.892173767089844,46.19798278808594,46.626220703125,47.18779754638672,47.76305389404297
2023-01-03,XLC,4,45.68040466308594,43.31589126586914,44.20101547241211,44.78434753417969,45.29682922363281,45.68040466308594,46.25041961669922,46.61835479736328,47.22107696533203,47.947021484375
2023-01-03,XLC,5,45.64440155029297,42.894630432128906,43.89362335205078,44.668601989746094,45.22123718261719,45.64440155029297,46.137718200683594,46.647804260253906,47.37381362915039,48.123207092285156
2023-01-03,XLC,6,45.63389587402344,42.64482498168945,43.77342224121094,44.51665115356445,45.149417877197266,45.63389587402344,46.26348114013672,46.72747039794922,47.44373321533203,48.4110107421875
2023-01-03,XLC,7,45.600181579589844,42.363502502441406,43.51654052734375,44.459754943847656,45.103309631347656,45.600181579589844,46.26079559326172,46.75251007080078,47.467681884765625,48.42457580566406
2023-01-03,XLC,8,45.584259033203125,42.18030548095703,43.388641357421875,44.34320831298828,44.92686462402344,45.584259033203125,46.22654724121094,46.88676452636719,47.640586853027344,48.643226623535156
2023-01-03,XLC,9,45.59910583496094,41.93804168701172,43.346473693847656,44.166053771972656,44.88206481933594,45.59910583496094,46.187217712402344,46.87532424926758,47.696109771728516,48.785743713378906
2023-01-03,XLC,10,45.62403106689453,41.89532470703125,43.207740783691406,44.197837829589844,44.912288665771484,45.62403106689453,46.22129440307617,46.98760223388672,47.84062957763672,48.94025421142578
2023-01-03,XLC,11,45.74513244628906,41.73638916015625,43.26324462890625,44.15882873535156,44.956764221191406,45.74513244628906,46.359901428222656,47.114540100097656,47.93623733520508,49.06494140625
2023-01-03,XLC,12,45.68022918701172,41.61246109008789,43.07040786743164,44.148460388183594,44.86848449707031,45.68022918701172,46.34443664550781,47.15922546386719,47.99967956542969,49.18290328979492
2023-01-03,XLC,13,45.65691375732422,41.4173583984375,42.87171173095703,44.04352569580078,44.87212371826172,45.65691375732422,46.37400817871094,47.24140930175781,48.172367095947266,49.44746780395508
2023-01-03,XLC,14,45.6092643737793,41.065765380859375,42.796958923339844,43.89579772949219,44.73711013793945,45.6092643737793,46.332454681396484,47.16313934326172,48.104820251464844,49.36946105957031
2023-01-03,XLC,15,45.45758819580078,40.90015411376953,42.58264923095703,43.71324157714844,44.593101501464844,45.45758819580078,46.245033264160156,47.15587615966797,48.13495635986328,49.562599182128906
2023-01-03,XLC,16,45.44325256347656,40.91007614135742,42.601715087890625,43.75056838989258,44.60213088989258,45.44325256347656,46.36243438720703,47.14494323730469,48.19245147705078,49.63355255126953
2023-01-03,XLC,17,45.223121643066406,40.455116271972656,42.139183044433594,43.41291809082031,44.222801208496094,45.223121643066406,46.051700592041016,47.0081787109375,48.01033020019531,49.56428146362305
2023-01-03,XLC,18,45.20631408691406,40.276527404785156,41.992313385009766,43.314056396484375,44.2227668762207,45.20631408691406,46.04881286621094,46.97588348388672,48.122398376464844,49.580169677734375
2023-01-03,XLC,19,45.28949737548828,40.037513732910156,41.90837478637695,43.160865783691406,44.23210906982422,45.28949737548828,46.149044036865234,47.13417053222656,48.34546661376953,49.81465530395508
2023-01-03,XLC,20,45.12018585205078,40.0111083984375,41.81925582885742,43.07142639160156,44.18550109863281,45.12018585205078,46.25457000732422,47.15974807739258,48.4041862487793,49.94911193847656
2023-01-03,XLC,21,45.2055549621582,39.80370330810547,41.715476989746094,43.169334411621094,44.28929901123047,45.2055549621582,46.179222106933594,47.165191650390625,48.45122528076172,49.972679138183594
2023-01-03,XLE,1,38.84778594970703,37.9223518371582,38.25315475463867,38.521385192871094,38.638526916503906,38.84778594970703,38.91142272949219,39.0861930847168,39.226341247558594,39.500038146972656
2023-01-03,XLE,2,38.89961242675781,37.66450119018555,38.126312255859375,38.474674224853516,38.657630920410156,38.89961242675781,39.03364562988281,39.24126434326172,39.55652618408203,39.868919372558594
2023-01-03,XLE,3,38.906158447265625,37.30541229248047,37.929134368896484,38.30287551879883,38.59498596191406,38.906158447265625,39.11067581176758,39.398468017578125,39.825992584228516,40.178749084472656
2023-01-03,XLE,4,38.908058166503906,37.239959716796875,37.86964416503906,38.2713623046875,38.64591979980469,38.908058166503906,39.287132263183594,39.52546691894531,39.92258071899414,40.41517639160156
