date,etf,day_ahead,mean,q10,q20,q30,q40,q50,q60,q70,q80,q90
2023-01-03,XLB,1,36.289268493652344,35.65803146362305,35.867923736572266,36.02470397949219,36.16470718383789,36.289268493652344,36.412654876708984,36.53579330444336,36.69600296020508,36.937625885009766
2023-01-03,XLB,2,36.28960418701172,35.39181900024414,35.71554946899414,35.94013214111328,36.122371673583984,36.28960418701172,36.457366943359375,36.63154602050781,36.85042953491211,37.16312789916992
2023-01-03,XLB,3,36.29441452026367,35.213077545166016,35.587982177734375,35.85466384887695,36.08269500732422,36.29441452026367,36.5146484375,36.73788070678711,37.007904052734375,37.371578216552734
2023-01-03,XLB,4,36.287296295166016,35.02417755126953,35.46725082397461,35.77854537963867,36.03901290893555,36.287296295166016,36.54290008544922,36.8116340637207,37.134403228759766,37.5719108581543
2023-01-03,XLB,5,36.30229568481445,34.87067794799805,35.38943099975586,35.743141174316406,36.0338020324707,36.30229568481445,36.583534240722656,36.87872314453125,37.2432861328125,37.73339080810547
2023-01-03,XLB,6,36.32038879394531,34.753990173339844,35.313392639160156,35.698219299316406,36.02122116088867,36.32038879394531,36.62731170654297,36.94906997680664,37.3463020324707,37.89796829223633
2023-01-03,XLB,7,36.3597526550293,34.642208099365234,35.2567024230957,35.68095779418945,36.03153991699219,36.3597526550293,36.69288635253906,37.031593322753906,37.450721740722656,38.02842330932617
2023-01-03,XLB,8,36.380916595458984,34.57814407348633,35.21739959716797,35.6639289855957,36.03807067871094,36.380916595458984,36.73261642456055,37.09342575073242,37.54669189453125,38.17717742919922
2023-01-03,XLB,9,36.421749114990234,34.47777557373047,35.17351150512695,35.655391693115234,36.0555534362793,36.421749114990234,36.78877639770508,37.16215515136719,37.62355422973633,38.26035690307617
2023-01-03,XLB,10,36.42963409423828,34.42224884033203,35.133785247802734,35.62575149536133,36.04605484008789,36.42963409423828,36.8107795715332,37.208961486816406,37.702205657958984,38.387054443359375
2023-01-03,XLB,11,36.45122528076172,34.27611541748047,35.05713653564453,35.59186553955078,36.03883361816406,36.45122528076172,36.866458892822266,37.2912712097168,37.80550003051758,38.492393493652344
2023-01-03,XLB,12,36.465213775634766,34.2098388671875,35.01682662963867,35.57967758178711,36.04420471191406,36.465213775634766,36.88809585571289,37.327606201171875,37.85771179199219,38.57836151123047
2023-01-03,XLB,13,36.4617805480957,34.15385818481445,34.9627571105957,35.535980224609375,36.0167121887207,36.4617805480957,36.91086196899414,37.37419891357422,37.92647933959961,38.67255783081055
2023-01-03,XLB,14,36.44768142700195,34.027042388916016,34.870296478271484,35.47340774536133,35.983585357666016,36.44768142700195,36.91032409667969,37.37903594970703,37.95500946044922,38.748191833496094
2023-01-03,XLB,15,36.45682907104492,34.011436462402344,34.85934829711914,35.47282028198242,35.98722839355469,36.45682907104492,36.93122482299805,37.40924072265625,38.00258255004883,38.79884719848633
2023-01-03,XLB,16,36.484073638916016,33.91831588745117,34.811119079589844,35.45098876953125,35.98834228515625,36.484073638916016,36.9766845703125,37.47749710083008,38.0887451171875,38.92871856689453
2023-01-03,XLB,17,36.456504821777344,33.522216796875,34.5454216003418,35.27080535888672,35.887996673583984,36.456504821777344,37.03273391723633,37.59312057495117,38.25068664550781,39.12571716308594
2023-01-03,XLB,18,36.40723419189453,33.37822723388672,34.44032287597656,35.19454574584961,35.82781219482422,36.40723419189453,36.99333190917969,37.56745147705078,38.250003814697266,39.16606140136719
2023-01-03,XLB,19,36.4227409362793,33.325592041015625,34.42090606689453,35.19343566894531,35.838871002197266,36.4227409362793,37.015289306640625,37.59693908691406,38.29269027709961,39.2313117980957
2023-01-03,XLB,20,36.43851089477539,33.302391052246094,34.41205978393555,35.187217712402344,35.83903503417969,36.43851089477539,37.0510368347168,37.65373992919922,38.36641311645508,39.310150146484375
2023-01-03,XLB,21,36.469295501708984,33.26847457885742,34.414512634277344,35.20210266113281,35.857994079589844,36.469295501708984,37.09153366088867,37.7012825012207,38.41156005859375,39.369415283203125
2023-01-03,XLC,1,46.12225341796875,44.74298095703125,45.191444396972656,45.60265350341797,45.7630729675293,46.12225341796875,46.32050323486328,46.705413818359375,47.00515365600586,47.53471374511719
2023-01-03,XLC,2,46.032108306884766,44.41333770751953,44.914894104003906,45.405723571777344,45.65863800048828,46.032108306884766,46.248252868652344,46.56817626953125,47.02210235595703,47.54814147949219
2023-01-03,XLC,3,45.98460388183594,43.91151428222656,44.65038299560547,45.126922607421875,45.54048156738281,45.98460388183594,46.24632263183594,46.62952423095703,47.141334533691406,47.659576416015625
2023-01-03,XLC,4,45.79938507080078,43.74176025390625,44.50080108642578,45.01068115234375,45.46796417236328,45.79938507080078,46.319618225097656,46.63579559326172,47.18327331542969,47.84601593017578
2023-01-03,XLC,5,45.793724060058594,43.40981674194336,44.25925827026367,44.942440032958984,45.429115295410156,45.793724060058594,46.23314666748047,46.68926239013672,47.36161804199219,48.044090270996094
2023-01-03,XLC,6,45.781105041503906,43.16998291015625,44.14708709716797,44.79730224609375,45.35992431640625,45.781105041503906,46.355037689208984,46.76322555541992,47.41914367675781,48.312015533447266
2023-01-03,XLC,7,45.73535919189453,42.867958068847656,43.87461853027344,44.72605895996094,45.30050277709961,45.73535919189453,46.33675003051758,46.77113342285156,47.42347717285156,48.305458068847656
2023-01-03,XLC,8,45.70849609375,42.72161865234375,43.76716613769531,44.62117004394531,45.12322998046875,45.70849609375,46.285919189453125,46.885650634765625,47.572776794433594,48.4976692199707
2023-01-03,XLC,9,45.721168518066406,42.50232696533203,43.71338653564453,44.4265251159668,45.067222595214844,45.721168518066406,46.24256134033203,46.863677978515625,47.60865783691406,48.614742279052734
2023-01-03,XLC,10,45.73748779296875,42.487083435058594,43.59885025024414,44.473670959472656,45.10004806518555,45.73748779296875,46.26898193359375,46.969268798828125,47.74828338623047,48.75962829589844
2023-01-03,XLC,11,45.851932525634766,42.337799072265625,43.65065383911133,44.4280891418457,45.1375846862793,45.851932525634766,46.397926330566406,47.08620071411133,47.831298828125,48.86396789550781
2023-01-03,XLC,12,45.81204605102539,42.20890808105469,43.470359802246094,44.434356689453125,45.073055267333984,45.81204605102539,46.40180587768555,47.141868591308594,47.90095138549805,48.98914337158203
2023-01-03,XLC,13,45.82762908935547,42.09269714355469,43.34758758544922,44.389732360839844,45.124778747558594,45.82762908935547,46.46721649169922,47.25756072998047,48.10643768310547,49.28208923339844
2023-01-03,XLC,14,45.81053161621094,41.851409912109375,43.34782409667969,44.300086975097656,45.03065490722656,45.81053161621094,46.45407485961914,47.2076416015625,48.06614303588867,49.22467803955078
2023-01-03,XLC,15,45.689598083496094,41.68185043334961,43.169559478759766,44.156272888183594,44.923526763916016,45.689598083496094,46.384334564208984,47.20159149169922,48.06350326538086,49.34280776977539
2023-01-03,XLC,16,45.66798400878906,41.69025421142578,43.16548156738281,44.17383575439453,44.92158508300781,45.66798400878906,46.49645233154297,47.186946868896484,48.13086700439453,49.441829681396484
2023-01-03,XLC,17,45.498130798339844,41.17425537109375,42.69347381591797,43.856441497802734,44.581199645996094,45.498130798339844,46.25109100341797,47.13676834106445,48.056793212890625,49.499671936035156
2023-01-03,XLC,18,45.50920104980469,41.05543518066406,42.578338623046875,43.77979278564453,44.60133361816406,45.50920104980469,46.27875518798828,47.12893295288086,48.18717956542969,49.53388214111328
2023-01-03,XLC,19,45.58771514892578,40.83171463012695,42.51366424560547,43.64518737792969,44.61768341064453,45.58771514892578,46.367652893066406,47.27054214477539,48.38957214355469,49.742862701416016
2023-01-03,XLC,20,45.422218322753906,40.76880645751953,42.43733215332031,43.582359313964844,44.588111877441406,45.422218322753906,46.46385192871094,47.28062438964844,48.42845153808594,49.85327911376953
2023-01-03,XLC,21,45.49585723876953,40.531951904296875,42.27593231201172,43.61957550048828,44.65506362915039,45.49585723876953,46.38720703125,47.283241271972656,48.46540832519531,49.854713439941406
2023-01-03,XLE,1,38.76620864868164,37.89525604248047,38.20293426513672,38.457908630371094,38.565338134765625,38.76620864868164,38.820072174072266,38.984249114990234,39.1073112487793,39.35423278808594
2023-01-03,XLE,2,38.81584167480469,37.61102294921875,38.05500030517578,38.397518157958984,38.577903747558594,38.81584167480469,38.943946838378906,39.14315414428711,39.444305419921875,39.7341423034668
2023-01-03,XLE,3,38.85120391845703,37.308284759521484,37.907196044921875,38.268062591552734,38.549285888671875,38.85120391845703,39.04600143432617,39.3267707824707,39.74143600463867,40.0659065246582
2023-01-03,XLE,4,38.86433029174805,37.23630142211914,37.850624084472656,38.24224090576172,38.61035919189453,38.86433029174805,39.236083984375,39.4639892578125,39.846595764160156,40.311283111572266
2023-01-03,XLE,5,38.9286003112793,37.02136993408203,37.72433090209961,38.25312042236328,38.65262222290039,38.9286003112793,39.249427795410156,39.59504318237305,40.107749938964844,40.637725830078125
2023-01-03,XLE,6,38.96831130981445,36.91291809082031,37.703765869140625,38.216957092285156,38.646324157714844,38.96831130981445,39.41851806640625,39.72569274902344,40.1976318359375,40.878135681152344
2023-01-03,XLE,7,39.0667724609375,36.877418518066406,37.643455505371094,38.25303649902344,38.711639404296875,39.0667724609375,39.52268981933594,39.877742767333984,40.40613555908203,41.11261749267578
2023-01-03,XLE,8,39.13212966918945,36.706260681152344,37.57637023925781,38.223838806152344,38.66144561767578,39.13212966918945,39.5903205871582,40.026885986328125,40.58701705932617,41.33088684082031
2023-01-03,XLE,9,39.262290954589844,36.62269592285156,37.61265563964844,38.21534729003906,38.7375373840332,39.262290954589844,39.65013122558594,40.12618637084961,40.74237823486328,41.63051986694336
2023-01-03,XLE,10,39.30503845214844,36.62313461303711,37.5755615234375,38.26643371582031,38.792545318603516,39.30503845214844,39.72582244873047,40.27650451660156,40.873023986816406,41.76011657714844
2023-01-03,XLE,11,39.403297424316406,36.461124420166016,37.556087493896484,38.2278938293457,38.83259963989258,39.403297424316406,39.867591857910156,40.4333381652832,41.10403060913086,42.06800079345703
2023-01-03,XLE,12,39.411033630371094,36.433616638183594,37.49603271484375,38.268943786621094,38.811180114746094,39.411033630371094,39.89778137207031,40.52288818359375,41.17378616333008,42.14143371582031
2023-01-03,XLE,13,39.37510681152344,36.26984786987305,37.36565399169922,38.19764709472656,38.82568359375,39.37510681152344,39.88498306274414,40.54501724243164,41.29545593261719,42.35460662841797
2023-01-03,XLE,14,39.47737121582031,36.01741027832031,37.342716217041016,38.20470428466797,38.84452438354492,39.47737121582031,39.984344482421875,40.58937454223633,41.331546783447266,42.316162109375
2023-01-03,XLE,15,39.4958381652832,35.966739654541016,37.25245666503906,38.13664245605469,38.82801055908203,39.4958381652832,40.0736083984375,40.73639678955078,41.41059112548828,42.48683547973633
2023-01-03,XLE,16,39.30569076538086,35.61592483520508,37.00300979614258,37.974029541015625,38.678749084472656,39.30569076538086,39.99728012084961,40.56996536254883,41.387271881103516,42.65324401855469
2023-01-03,XLE,17,39.45206069946289,35.3583984375,36.92011260986328,37.98963928222656,38.705787658691406,39.45206069946289,40.085418701171875,40.8285026550293,41.65885543823242,42.882171630859375
2023-01-03,XLE,18,39.422210693359375,35.245506286621094,36.80472946166992,37.89094924926758,38.666725158691406,39.422210693359375,40.069698333740234,40.7933235168457,41.736751556396484,42.9223747253418
2023-01-03,XLE,19,39.40057373046875,35.27095031738281,36.80070495605469,37.80235290527344,38.61164855957031,39.40057373046875,40.07503128051758,40.848876953125,41.88327407836914,43.079368591308594
2023-01-03,XLE,20,39.383575439453125,35.162628173828125,36.77175521850586,37.78565216064453,38.66082763671875,39.383575439453125,40.23151779174805,40.949371337890625,41.9698600769043,43.322303771972656
2023-01-03,XLE,21,39.39875030517578,34.929325103759766,36.605506896972656,37.75151443481445,38.65768051147461,39.39875030517578,40.17898178100586,40.97943115234375,42.04914855957031,43.32476806640625
2023-01-03,XLF,1,32.23874282836914,31.682661056518555,31.873767852783203,32.01083755493164,32.13411331176758,32.23874282836914,32.33865737915039,32.43788146972656,32.56605911254883,32.75846862792969
2023-01-03,XLF,2,32.24485778808594,31.462844848632812,31.74863624572754,31.94428825378418,32.103607177734375,32.24485778808594,32.3836669921875,32.52744674682617,32.70695495605469,32.9633674621582
2023-01-03,XLF,3,32.254913330078125,31.332141876220703,31.655372619628906,31.883159637451172,32.0759162902832,32.254913330078125,32.43882751464844,32.62483215332031,32.84809875488281,33.146724700927734
2023-01-03,XLF,4,32.26466369628906,31.226850509643555,31.591392517089844,31.84885025024414,32.06180191040039,32.26466369628906,32.46802520751953,32.67995834350586,32.92524337768555,33.25309371948242
2023-01-03,XLF,5,32.31536102294922,31.096454620361328,31.54665756225586,31.84996795654297,32.0941047668457,32.31536102294922,32.54127502441406,32.776268005371094,33.065277099609375,33.45549011230469
